event,x,y,before,after,label,change,clouds
EMSR333_02PORTOPALO,0,256,"['/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-20.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-23.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-25.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-30.tif']",/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-11-04.tif,/home/dkyselica/ravaen/EMSR333_02PORTOPALO/changes/2018-11-04.tif,0.0,0.1210174560546875
EMSR333_02PORTOPALO,0,512,"['/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-20.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-23.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-25.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-30.tif']",/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-11-04.tif,/home/dkyselica/ravaen/EMSR333_02PORTOPALO/changes/2018-11-04.tif,0.0281982421875,0.1038055419921875
EMSR333_02PORTOPALO,0,768,"['/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-20.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-23.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-25.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-30.tif']",/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-11-04.tif,/home/dkyselica/ravaen/EMSR333_02PORTOPALO/changes/2018-11-04.tif,0.0,0.283935546875
EMSR333_02PORTOPALO,0,1024,"['/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-20.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-23.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-25.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-30.tif']",/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-11-04.tif,/home/dkyselica/ravaen/EMSR333_02PORTOPALO/changes/2018-11-04.tif,0.0,0.6092071533203125
EMSR333_02PORTOPALO,0,1280,"['/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-20.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-23.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-25.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-30.tif']",/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-11-04.tif,/home/dkyselica/ravaen/EMSR333_02PORTOPALO/changes/2018-11-04.tif,0.0,0.650636687992126
EMSR333_02PORTOPALO,256,0,"['/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-20.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-23.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-25.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-30.tif']",/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-11-04.tif,/home/dkyselica/ravaen/EMSR333_02PORTOPALO/changes/2018-11-04.tif,0.0,0.131683349609375
EMSR333_02PORTOPALO,256,256,"['/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-20.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-23.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-25.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-30.tif']",/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-11-04.tif,/home/dkyselica/ravaen/EMSR333_02PORTOPALO/changes/2018-11-04.tif,0.0154266357421875,0.066070556640625
EMSR333_02PORTOPALO,256,512,"['/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-20.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-23.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-25.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-30.tif']",/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-11-04.tif,/home/dkyselica/ravaen/EMSR333_02PORTOPALO/changes/2018-11-04.tif,0.03350830078125,0.041717529296875
EMSR333_02PORTOPALO,256,768,"['/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-20.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-23.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-25.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-30.tif']",/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-11-04.tif,/home/dkyselica/ravaen/EMSR333_02PORTOPALO/changes/2018-11-04.tif,0.0,0.001373291015625
EMSR333_02PORTOPALO,256,1024,"['/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-20.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-23.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-25.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-30.tif']",/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-11-04.tif,/home/dkyselica/ravaen/EMSR333_02PORTOPALO/changes/2018-11-04.tif,0.0,0.7778472900390625
EMSR333_02PORTOPALO,256,1280,"['/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-20.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-23.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-25.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-30.tif']",/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-11-04.tif,/home/dkyselica/ravaen/EMSR333_02PORTOPALO/changes/2018-11-04.tif,0.0,0.9687961368110236
EMSR333_02PORTOPALO,512,0,"['/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-20.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-23.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-25.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-30.tif']",/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-11-04.tif,/home/dkyselica/ravaen/EMSR333_02PORTOPALO/changes/2018-11-04.tif,0.0,0.110382080078125
EMSR333_02PORTOPALO,512,256,"['/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-20.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-23.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-25.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-30.tif']",/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-11-04.tif,/home/dkyselica/ravaen/EMSR333_02PORTOPALO/changes/2018-11-04.tif,0.0799407958984375,0.0009002685546875
EMSR333_02PORTOPALO,512,512,"['/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-20.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-23.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-25.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-30.tif']",/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-11-04.tif,/home/dkyselica/ravaen/EMSR333_02PORTOPALO/changes/2018-11-04.tif,0.0,0.1412353515625
EMSR333_02PORTOPALO,512,768,"['/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-20.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-23.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-25.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-30.tif']",/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-11-04.tif,/home/dkyselica/ravaen/EMSR333_02PORTOPALO/changes/2018-11-04.tif,0.0,0.0092926025390625
EMSR333_02PORTOPALO,512,1024,"['/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-20.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-23.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-25.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-30.tif']",/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-11-04.tif,/home/dkyselica/ravaen/EMSR333_02PORTOPALO/changes/2018-11-04.tif,0.0,0.3882293701171875
EMSR333_02PORTOPALO,512,1280,"['/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-20.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-23.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-25.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-30.tif']",/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-11-04.tif,/home/dkyselica/ravaen/EMSR333_02PORTOPALO/changes/2018-11-04.tif,0.0,0.8967458169291339
EMSR333_02PORTOPALO,768,0,"['/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-20.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-23.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-25.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-30.tif']",/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-11-04.tif,/home/dkyselica/ravaen/EMSR333_02PORTOPALO/changes/2018-11-04.tif,0.1345977783203125,0.0
EMSR333_02PORTOPALO,768,256,"['/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-20.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-23.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-25.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-30.tif']",/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-11-04.tif,/home/dkyselica/ravaen/EMSR333_02PORTOPALO/changes/2018-11-04.tif,0.0943450927734375,0.0161895751953125
EMSR333_02PORTOPALO,768,512,"['/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-20.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-23.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-25.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-30.tif']",/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-11-04.tif,/home/dkyselica/ravaen/EMSR333_02PORTOPALO/changes/2018-11-04.tif,0.0,0.060333251953125
EMSR333_02PORTOPALO,768,768,"['/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-20.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-23.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-25.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-30.tif']",/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-11-04.tif,/home/dkyselica/ravaen/EMSR333_02PORTOPALO/changes/2018-11-04.tif,0.0,0.0262603759765625
EMSR333_02PORTOPALO,768,1024,"['/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-20.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-23.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-25.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-30.tif']",/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-11-04.tif,/home/dkyselica/ravaen/EMSR333_02PORTOPALO/changes/2018-11-04.tif,0.0,0.1905517578125
EMSR333_02PORTOPALO,768,1280,"['/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-20.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-23.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-25.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-30.tif']",/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-11-04.tif,/home/dkyselica/ravaen/EMSR333_02PORTOPALO/changes/2018-11-04.tif,0.0,0.440068282480315
EMSR333_02PORTOPALO,1024,0,"['/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-20.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-23.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-25.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-30.tif']",/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-11-04.tif,/home/dkyselica/ravaen/EMSR333_02PORTOPALO/changes/2018-11-04.tif,0.306610107421875,0.0
EMSR333_02PORTOPALO,1024,256,"['/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-20.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-23.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-25.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-30.tif']",/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-11-04.tif,/home/dkyselica/ravaen/EMSR333_02PORTOPALO/changes/2018-11-04.tif,0.1481781005859375,0.033203125
EMSR333_02PORTOPALO,1024,512,"['/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-20.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-23.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-25.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-30.tif']",/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-11-04.tif,/home/dkyselica/ravaen/EMSR333_02PORTOPALO/changes/2018-11-04.tif,0.0,0.0069122314453125
EMSR333_02PORTOPALO,1024,768,"['/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-20.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-23.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-25.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-30.tif']",/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-11-04.tif,/home/dkyselica/ravaen/EMSR333_02PORTOPALO/changes/2018-11-04.tif,0.0,0.0335540771484375
EMSR333_02PORTOPALO,1024,1024,"['/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-20.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-23.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-25.tif', '/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-10-30.tif']",/home/dkyselica/ravaen/EMSR333_02PORTOPALO/S2/2018-11-04.tif,/home/dkyselica/ravaen/EMSR333_02PORTOPALO/changes/2018-11-04.tif,0.0,0.1806488037109375
